UserID,Product,Quantity,Date,Category,Price,Palabra_Clave,Supermercado,ProductID,ClaveID
1879,Lámpara Led Bulb Ecohome Fría 12W E27 Philips X 1 Un.,2,2023-05-17,Hogar,$77360,Lámpara,La Anónima,531,221
1866,Taladro Percutor 13 Mm. 560 W Black & Decker X 1 Un.,3,2023-01-26,Hogar,$95080,Taladro,La Anónima,1356,206
1984,Tapas Para Pascualina Hojaldrada X 2 Un. La Salteña X 400 G.,1,2023-07-26,Frescos,$1861,Tapas,La Anónima,2555,150
1767,Antitranspirante Roll On Original Dove X 50 Cc.,1,2023-06-08,Perfumeria,$2700,Antitranspirante,La Anónima,2556,57
1279,Fideos Tallarin N7 Terrabusi X 500 G.,1,2023-04-07,Almacen,$1480,Fideos,La Anónima,2557,53
1906,Crema Corporal Rosa Plus Hinds X 125 Cc.,3,2023-09-05,Perfumeria,$3900,Crema,Jumbo,2558,11
1964,Agua Con Gas Limón Ser X 500 Cc.,2,2023-09-25,Bebidas,$5105,Agua,La Anónima,2559,18
1407,Repuesto Universal Antihumedad Lavanda Purific Air X 80 G.,2,2023-05-01,Limpieza,$5159,Repuesto,Jumbo,2560,140
1794,Bolsa Para Residuos 45X60 Flowi X 20 Un.,3,2023-07-03,Limpieza,$3059,Bolsa,Jumbo,996,314
1664,Desodorante Aerosol Dark Temptation Axe X 150 Cc.,3,2023-07-09,Perfumeria,$2050,Desodorante,Carrefour,2561,82
1457,Cerveza Grolsch Lata X 473 Cc.,2,2023-06-05,Bebidas,$3599,Cerveza,Jumbo,4,4
1276,Chupetines Relleno Tutti Frutti Flynn Paff X 432 G.,3,2023-07-05,Almacen,$3585,Chupetines,La Anónima,2562,451
1848,Crema De Leche Tetra La Serenísima X 330 Cc.,1,2023-01-22,Frescos,$3100,Crema,La Anónima,2563,11
1586,Cartuchera Sobre 1 Cierre Liso Petra X 1 Un.,2,2023-05-26,Hogar,$5900,Cartuchera,La Anónima,1443,277
1315,Coloración Sin Amoníaco Nº7.1 Issue X 1 Un.,2,2023-05-17,Perfumeria,$3550,Coloración,La Anónima,1003,6
1645,Yogur Entero Batido Frutos Del Bosque Yogurade X 150 G.,1,2023-08-13,Frescos,$2850,Yogur,Jumbo,2564,45
1181,Antitranspirante Dove Invisible Dry Roll On X 50 Ml.,1,2023-05-12,Perfumeria,$2450,Antitranspirante,La Anónima,2565,57
1031,Garbanzos La Anónima X 400 G.,2,2023-12-27,Almacen,$2235,Garbanzos,Jumbo,2566,232
1329,Isotónica Gatorade Uva Botella 500Cc X1,3,2023-07-18,Bebidas,$703,Isotónica,Jumbo,2567,213
1379,Cepillo Mano Lava Jean Salzano X 1 Un.,1,2023-09-04,Limpieza,$2650,Cepillo,La Anónima,2568,23
1913,Separadores A4 Disney 100,1,2023-01-15,Hogar,$4279,Separadores,Jumbo,1671,301
1689,Papel Higiénico H.S. Best 30 M X 4 Un. X 12 M2,2,2023-09-21,Limpieza,$5200,Papel,Carrefour,2569,154
1050,Queso Untable Dip Cheddar Tonadita X 180 G.,2,2023-04-11,Frescos,$360,Queso,Jumbo,2570,58
1857,Crema Corporal Nutritiva Nivea Body Bajo Ducha X 250 Cc.,2,2023-01-04,Perfumeria,$4650,Crema,La Anónima,2516,11
1787,Arvejas Secas Remojadas Inca X 350 G.,2,2023-09-02,Almacen,$1580,Arvejas,La Anónima,2571,249
1407,Medallón Crispy Proteína Vegetal Napolitana X 2 Un. Not Chicken X 240 G.,1,2023-05-20,Congelados,$5300,Medallón,La Anónima,2572,32
1509,Leche Lv Chocolatada Reducida En Lactosa Las Tres Niñas X 200 Cc.,1,2023-07-22,Frescos,$1300,Leche,La Anónima,2573,52
1270,Detergente Cif Bioactive Lima Repuesto 450 Cc.,3,2023-01-02,Limpieza,$1487,Detergente,La Anónima,564,35
1412,Caramelos Menthoplus Strong X 20 G.,1,2023-10-01,Almacen,$2950,Caramelos,Carrefour,2574,96
1258,Porotos Secos Alubia Best X 400 G.,3,2023-11-21,Almacen,$2650,Porotos,La Anónima,2575,160
1883,Vaso Vidrio Trago Largo Irupe Durax X 1 Un.,1,2023-04-07,Hogar,$65760,Vaso,La Anónima,2576,13
1327,Agua Mineral Con Gas Cellier Pet X 2 Lt.,3,2023-04-02,Bebidas,$1650,Agua,Jumbo,2577,18
1734,Acondicionador Kera-Liso Brillo Elvive X 400 Cc.,3,2023-05-11,Perfumeria,$2600,Acondicionador,La Anónima,2578,10
1082,Shampoo Prov-V Miracles Volumen Pantene X 400 Cc.,2,2023-10-15,Perfumeria,$2349,Shampoo,Jumbo,1646,43
1740,Toalla Higiã©Nica Nocturna Con Alas Noche&Dia Siempre Libre X 16 Un.,2,2023-06-16,Perfumeria,$3900,Toalla,La Anónima,2579,126
1031,Nueces Mariposa Sin Cascara Por Kg,3,2023-07-22,Frutas-Y-Verduras,$14999,Nueces,La Anónima,2580,461
1416,Galletitas Pepas Tía Maruca X 250 G.,3,2023-05-12,Almacen,$1875,Galletitas,Jumbo,2581,21
1678,Crema Dental Blanqueadora Sensodyne Extra Fresh X 50 G.,1,2023-06-14,Perfumeria,$3609,Crema,Jumbo,786,11
1127,Gelatina En Polvo Sin Sabor Ravana X 42 G.,2,2023-10-16,Almacen,$1139,Gelatina,Carrefour,1620,128
1446,Pan Felipe (Kg),1,2023-12-08,Frescos,$2550,Pan,La Anónima,387,73
1788,Acondicionador Kera Antifrizz St Tresemmé X 250 Cc.,1,2023-03-21,Perfumeria,$4605,Acondicionador,La Anónima,587,10
1107,Arroz Preparado Mix De Vegetales Gallo X 240 G.,1,2023-07-06,Almacen,$2560,Arroz,Jumbo,2582,328
1985,Tostadas Light Stevia Fitz Roy X 200 G.,3,2023-07-21,Almacen,$1250,Tostadas,La Anónima,2583,138
1215,Queso Reggianito Trozado Santa Rosa X 1 Kg.,2,2023-04-07,Frescos,$25300,Queso,Jumbo,1411,58
1444,Atún Al Natural En Lomitos La Anónima X 160 G.,1,2023-10-07,Almacen,$4912,Atún,Jumbo,2584,198
1583,Antitranspirante Powder Fresh Secret X 48 G.,1,2023-05-10,Perfumeria,$1715,Antitranspirante,Jumbo,2585,57
1129,Alfajor De Arroz Limón Chocoarroz 6 Un X 132 G.,2,2023-05-02,Almacen,$1325,Alfajor,Jumbo,2586,42
1987,Laurel En Hojas Alicante X 10 G.,3,2023-03-16,Almacen,$488,Laurel,Carrefour,2587,500
1156,Chocolate Semi Amargo Cacao 50% Arcor X 95 G.,1,2023-09-11,Almacen,$1769,Chocolate,Jumbo,2588,44
1766,Porotos Secos Colorados Egran X 500 G.,1,2023-03-25,Almacen,$5250,Porotos,Carrefour,2589,160
1374,Cebolla Roja (Kg),2,2023-01-17,Frutas-Y-Verduras,$1490,Cebolla,Jumbo,2590,295
1182,Fideos Al Huevo Mostachol N 51 Matarazzo X 400 G.,1,2023-10-28,Almacen,$1800,Fideos,La Anónima,1814,53
1612,Crema De Leche Tonadita X 200 Cc.,3,2023-06-11,Frescos,$1427,Crema,La Anónima,2591,11
1837,Caramelos Masticables Flynn Paff Tutti Frutti X 128 G.,2,2023-06-22,Almacen,$2585,Caramelos,Jumbo,2127,96
1338,Arvejas Congeladas Green Life X 350 G.,1,2023-08-09,Congelados,$9720,Arvejas,Jumbo,943,249
1061,Cerveza Lata Red Ipa Rabieta X 473 Cc.,2,2023-12-14,Bebidas,$1800,Cerveza,La Anónima,2592,4
1630,Antitranspirante Aerosol Women Classic Polyana X 150 Cc.,1,2023-12-26,Perfumeria,$2800,Antitranspirante,La Anónima,2593,57
1510,Cerveza Honey Antares X 473 Cc.,3,2023-06-08,Bebidas,$3250,Cerveza,Jumbo,2594,4
1127,Vino Tinto Dulce Natural Santa Julia X 269 Cc.,2,2023-06-17,Bebidas,$2100,Vino,Jumbo,2595,16
1764,Yerba Mate C/ Palo Tradicional Piporé X 1 Kg.,1,2023-08-23,Almacen,$1432,Yerba,Jumbo,2596,118
1723,Café Instantáneo Suave Nescafé Dolca X 8G.,2,2023-02-22,Almacen,$725,Café,Jumbo,2597,40
1894,Super Acondicionador Dove Factor Nutrición 60 X 170 Ml.,1,2023-11-24,Perfumeria,$8750,Super,Carrefour,2598,501
1016,Crema Dental Super Blanco Kolynos X 180 Cc.,1,2023-01-05,Perfumeria,$4025,Crema,Jumbo,2599,11
1217,Limpiador Líquido Aromatizante Poett Música En Primavera 900 Ml,1,2023-04-02,Limpieza,$1235,Limpiador,La Anónima,2600,27
1481,Asadera Vidrio Rectangular 32.4 X 18.6 Cm. Pyr O Rey X 1 Un.,3,2023-04-10,Hogar,$815,Asadera,Carrefour,2601,502
1565,Rigatti Al Huevo De Semola Pureza X 500 G.,3,2023-07-01,Almacen,$1100,Rigatti,Jumbo,2602,503
1908,Harina Trigo + Granos Ancestrales Chacabuco X 750 G.,3,2023-12-04,Almacen,$1750,Harina,La Anónima,2603,29
1029,Cepillo De Mano Kuntur Glow X 1 Un.,2,2023-08-27,Limpieza,$2879,Cepillo,Carrefour,2604,23
1447,Portarretrato 13 X 18 Cm. Tierra Nativa X 1 Un.,1,2023-01-14,Hogar,$17789,Portarretrato,Jumbo,2605,504
1864,Bocaditos De Pollo Rebozados Swift X 760 G.,1,2023-03-16,Congelados,$5300,Bocaditos,La Anónima,1734,241
1872,Antitranspirante Aerosol Cotton Dry Rexona X 250 Cc.,3,2023-07-01,Perfumeria,$2535,Antitranspirante,Jumbo,2606,57
1887,Higos En Almíbar Orieta X 450 G.,2,2023-08-26,Almacen,$3209,Higos,Carrefour,2607,505
1501,Bizcochos Tradicionales C/Aceite Granix X 180 G.,2,2023-02-25,Almacen,$5050,Bizcochos,Jumbo,2608,31
1625,Galletitas Cereales Maíz Bagley X 189 G.,3,2023-07-04,Almacen,$809,Galletitas,Carrefour,2609,21
1962,Vino Tinto Malbec Elegido X 750 Cc.,2,2023-05-24,Vinos-Finos,$3550,Vino,Carrefour,2610,16
1708,Enjuague Bucal Colgate Ice 500 X 350 Cc,2,2023-12-03,Perfumeria,$4250,Enjuague,La Anónima,2611,201
1625,Nachos Multicereal Macritas X 90 G.,3,2023-05-07,Almacen,$2650,Nachos,La Anónima,2612,506
1272,Esponja Metálica Metallic Power Virulana X 2 Un.,3,2023-06-12,Limpieza,$12100,Esponja,Jumbo,739,87
1382,Tortelletis Jamon Y Mozzarella El Sol X 500 G.,2,2023-12-14,Frescos,$1935,Tortelletis,La Anónima,2613,507
1923,Tapas Para Empanadas Horno X 12 Un. Villa Dagri X 300 G.,2,2023-02-27,Frescos,$1576,Tapas,Carrefour,2614,150
1868,Mermelada Dietética Frutilla Cuarto Crec X 400 G.,3,2023-02-19,Almacen,$50,Mermelada,Jumbo,1592,50
1440,Coloración Castaño Mediano T.40 Koleston X 1 Un.,1,2023-02-14,Perfumeria,$12900,Coloración,Jumbo,496,6
1408,Caramelos Masticables Flynn Paff Uva X 128 G.,3,2023-03-17,Almacen,$5150,Caramelos,La Anónima,330,96
1201,Vino Tinto Malma Cabernet Sauvignon Chacra La Papay X 750 Cc.,2,2023-02-22,Bebidas,$7600,Vino,La Anónima,2615,16
1378,Vaso Trago Corto Boston 290 Ml Crisa X 1 Un.,3,2023-07-03,Hogar,$38360,Vaso,Jumbo,2616,13
1595,Dr. Lemon Con Vodka Y Pomelo X 1 Lt.,3,2023-11-22,Bebidas,$14700,Dr.,Carrefour,606,240
1069,Alfajor Chocolate Con Leche Triple Tatín X 60 G.,1,2023-06-23,Almacen,$1360,Alfajor,Carrefour,2617,42
1894,Leche L.V. Parcialmente Descremada 0% Botella La Serenísima X 1 Lt.,2,2023-05-02,Frescos,$2200,Leche,Carrefour,2618,52
1921,Cereal En Barra Chispa Chocolate Quaker X 6 Un. X 156 G.,1,2023-12-13,Almacen,$2507,Cereal,La Anónima,2619,64
1781,Cobertura Chocolate Blanco Georgalos X 100 G.,2,2023-12-06,Almacen,$4450,Cobertura,Jumbo,2620,508
1323,Yerba Mate Hierbas Serranas Etiqueta Negra Cbsé X 500 G.,3,2023-10-28,Almacen,$4519,Yerba,La Anónima,2196,118
1687,Silicona Aerosol Marina Match 1 X 440 Cc.,2,2023-05-07,Hogar,$7519,Silicona,La Anónima,2621,265
1707,Acondicionador P/ Pisos Listo Lavanda Echo X 800 Cc.,1,2023-10-13,Limpieza,$1450,Acondicionador,Carrefour,539,10
1195,Yogur Entero Con Frutas Durazno Tregar X 160 G.,2,2023-07-17,Frescos,$2350,Yogur,La Anónima,2622,45
1380,Desodorante Para Auto Limón Cb X 50 G.,1,2023-01-14,Hogar,$3707,Desodorante,La Anónima,2623,82
1942,Lomo Best (Kg),3,2023-11-17,Carniceria,$12250,Lomo,Jumbo,2624,509
1884,Cubetera Plástica Apilable Heraldplast X 1 Un.,2,2023-06-11,Hogar,$2069,Cubetera,Carrefour,1096,333
1303,Pañuelos Descartables Caja Visiv X 75 Un.,3,2023-05-10,Perfumeria,$2150,Pañuelos,La Anónima,2625,259
1118,Toalla Higiénica Ultra Fina Con Alas Suave Kotex X 16 Un.,3,2023-07-18,Perfumeria,$6550,Toalla,La Anónima,2626,126
1588,Harina De Maíz Tradicional La Anónima X 500 G.,2,2023-01-14,Almacen,$749,Harina,La Anónima,1286,29
1637,Gin Spirito Blu X 700 Cc.,1,2023-05-15,Bebidas,$4859,Gin,La Anónima,2627,219
1026,Chocolate C/Leche Y Almendras Cofler X 140 G.,2,2023-01-11,Almacen,$3900,Chocolate,Jumbo,2628,44
1354,Jardinera De Verduras Inca X 350 G.,3,2023-03-10,Almacen,$1972,Jardinera,La Anónima,2629,296
1137,Gaseosa Pomelo Lata Schweppes X 310 Cc.,2,2023-12-27,Bebidas,$1900,Gaseosa,Jumbo,602,146
1054,Gaseosa Pomelo Lata Schweppes X 310 Cc.,2,2023-08-22,Bebidas,$1900,Gaseosa,La Anónima,602,146
1147,Crema Dental Sensodyne Original X 90 G.,1,2023-11-23,Perfumeria,$3200,Crema,La Anónima,367,11
1586,Jabon Tocador Frescura Vita Glic Plusbelle X 120 G.,2,2023-02-02,Perfumeria,$6200,Jabon,Jumbo,2630,115
1874,Papas Fritas Sabor Cheddar Krach-Itos X 90 G.,2,2023-01-11,Almacen,$487,Papas,Jumbo,2631,61
1238,Adhesivo P/ Prótesis Máximo Sellado Corega X 70 G.,2,2023-12-23,Perfumeria,$10750,Adhesivo,Carrefour,2632,103
1870,Cerveza Stella Artois Blanche Lata 473Cc X6,1,2023-07-06,Bebidas,$1267,Cerveza,Jumbo,461,4
1378,Leche Modificada En Polvo Nut. Eq. Armonía X 800 G.,1,2023-10-03,Almacen,$4400,Leche,La Anónima,2633,52
1980,Whisky 12 Años Jameson X 700 Cc.,2,2023-07-19,Bebidas,$7125,Whisky,Carrefour,2634,133
1720,"Caja Plastica 19""Con Bandeja Serie 2 Stanley X 1 Un.",1,2023-07-08,Hogar,$34375,Caja,Carrefour,2635,434
1653,Pastillas Goma Eucaliptus Mogul X 50 G.,1,2023-03-23,Almacen,$1700,Pastillas,Carrefour,2636,80
1276,Absorbe Olores Para Heladera Quitolor X 1 Un.,2,2023-02-24,Limpieza,$2350,Absorbe,La Anónima,2637,510
1671,Arroz Largo Fino 00000 María X 500 G.,2,2023-12-11,Almacen,$3179,Arroz,Jumbo,1723,328
1342,Whisky Old Smuggler Añejo X 1 Lt.,2,2023-07-03,Bebidas,$56400,Whisky,Carrefour,2638,133
1464,Kétchup Doy Pack Hellmanns X 500 G.,1,2023-12-02,Almacen,$1199,Kétchup,La Anónima,2639,431
1429,Jabon Liquido Ropa Para Diluir Evolution Botella Zorro X 500 Cc.,2,2023-07-17,Limpieza,$1087,Jabon,Carrefour,2640,115
1857,"Caja Plastica 19"" Con Bandeja Cierres Stanley X 1 Un.",1,2023-12-08,Hogar,$16315,Caja,La Anónima,2641,434
1907,Limpiador Líquido Baño Gatillo Vais X 500 Cc.,2,2023-05-14,Limpieza,$3050,Limpiador,La Anónima,1982,27
1961,Salsa De Queso Sabor Cheddar Adler X 250 G.,1,2023-05-27,Frescos,$2100,Salsa,La Anónima,2642,30
1350,Jugo De Naranja Smudis X 500 Cc.,3,2023-11-28,Bebidas,$3265,Jugo,Jumbo,2643,106
1794,Fideos Dedalitos Terrabusi X 500 G.,2,2023-02-20,Almacen,$2500,Fideos,Carrefour,1375,53
1571,Hermético Rectangular 3.3 Lt  Heraldplast X 1 Un.,2,2023-02-19,Hogar,$2750,Hermético,Carrefour,2644,248
1648,Sanitizante Para Manos En Espuma Ref Lysoform X 185 Cc.,1,2023-02-20,Perfumeria,$16650,Sanitizante,Carrefour,2645,360
1642,Jabón En Pan Blanco Mr. Trapo X 200 G.,3,2023-11-13,Limpieza,$1450,Jabón,Carrefour,2646,1
1029,Queso Untable Neufchatel Light Tregar X 190 G.,3,2023-02-18,Frescos,$1665,Queso,Jumbo,2647,58
1212,Alcohol Etílico 70 % Bialcohol X 500 Cc.,3,2023-09-21,Perfumeria,$9100,Alcohol,La Anónima,2648,228
1116,Americano Gancia X 450 Cc.,1,2023-10-14,Bebidas,$2662,Americano,Carrefour,2649,511
1377,Lomitos De Atún Carrefour Classic Al Natural 170 G.,2,2023-03-22,Almacen,$1791,Lomitos,La Anónima,2650,512
1163,Maquina Afeitar Descartable Intima Venus X 4 Un.,1,2023-01-01,Perfumeria,$9500,Maquina,La Anónima,1819,317
1780,Crema Dental 3D White Oral-B X 90 G.,2,2023-08-19,Perfumeria,$8820,Crema,La Anónima,2651,11
1528,Bálsamo Con Aloe Vera 100% Org Capilatis X 420 Cc.,1,2023-07-28,Perfumeria,$7700,Bálsamo,La Anónima,2652,298
1785,Uvas (Kg),2,2023-06-08,Frutas-Y-Verduras,$3990,Uvas,Carrefour,480,208
1283,Yogur Entero Vainilla Tregar X 125 G.,3,2023-11-22,Frescos,$1350,Yogur,Jumbo,2653,45
1546,Cepillo Dental Limpieza Complete 3X2 Sensodyne X 3 Un.,3,2023-02-13,Perfumeria,$3400,Cepillo,La Anónima,2654,23
1469,Nivel De Aluminio 100 Cm. Black+Decker X 1 Un.,3,2023-06-23,Hogar,$13599,Nivel,Jumbo,2655,450
1246,Coloración Castaño Eco Keratina T4 Issue X 1 Un.,1,2023-08-23,Perfumeria,$6700,Coloración,Carrefour,2656,6
1832,"Jarra Vidrio Calypso 1,73 Lt. Crisa X 1 Un.",3,2023-05-20,Hogar,$9599,Jarra,Carrefour,2657,499
1826,Esmalte Para Uñas Lavanda Visiv X 10 G.,2,2023-06-21,Perfumeria,$12900,Esmalte,Jumbo,2658,176
1055,Rabas Rebozados Pampa Food X 800 G.,1,2023-05-16,Congelados,$8800,Rabas,La Anónima,1401,380
1349,Boligrafo Azul Keyroad X 3 Un.,2,2023-10-04,Hogar,$1050,Boligrafo,Jumbo,2132,182
1363,Shampoo Hialurónico Y Vitamina A Sedal X 650 Cc.,2,2023-02-05,Perfumeria,$1250,Shampoo,La Anónima,2183,43
1627,"Jugo Natural Cepita Ananá Tropic X 1,5 Lt.",2,2023-06-17,Bebidas,$5700,Jugo,La Anónima,2659,106
1371,Desodorante Barra Wolfthorn Old Spice X 50 G.,3,2023-03-21,Perfumeria,$9155,Desodorante,Carrefour,2660,82
1517,Set Parrillero Cuchillo Y Tenedor Parri Chef X 1 Un.,3,2023-07-18,Hogar,$1729,Set,Carrefour,2481,192
1466,Cera Para Automotores Match 1 X 500 Cc.,2,2023-12-07,Hogar,$3749,Cera,La Anónima,2661,283
1761,Chocolate C/ Leche Aireado Almendras Milka Leger X 110 G.,2,2023-05-05,Almacen,$3300,Chocolate,Jumbo,2662,44
1052,Kit Tintura Nutrisse Clasico Tono 70 Almendra,1,2023-10-11,Perfumeria,$3835,Kit,La Anónima,2007,116
1650,Rocío Vegetal Manteca Mazola Aerosol X 126 Cc.,3,2023-07-10,Almacen,$4900,Rocío,La Anónima,2663,513
1027,Aceto Balsámico Casalta Glaze Reducción Pet X 250 Cc.,1,2023-04-10,Almacen,$5850,Aceto,La Anónima,2664,178
1254,Cereal En Barra Con Almendras Chocolate Flow X 6 Un. 180 G.,2,2023-01-23,Almacen,$2400,Cereal,Jumbo,2665,64
1548,Te En Saquitos Verde La Virginia X 20 Un.,3,2023-08-03,Almacen,$4900,Te,La Anónima,2666,224
1913,Ron Bacardi Gold X 750 Cc.,1,2023-01-22,Bebidas,$5550,Ron,Jumbo,2667,514
1939,Leche Chocolatada Fortificada La Serenísima Clásico X 200 Cc.,2,2023-02-05,Frescos,$1429,Leche,La Anónima,2668,52
1519,Vino Blanco Chardonnay Appellation Cadus X 750 Cc.,3,2023-11-24,Bebidas,$6850,Vino,Carrefour,2669,16
1133,Shampoo Fructis Aloe Hidra Bomb X 650 Cc.,3,2023-04-07,Perfumeria,$2660,Shampoo,Jumbo,2670,43
1446,Cereal Nesquik X 400 G.,2,2023-02-08,Almacen,$7950,Cereal,Jumbo,2671,64
1503,Loción Mujercitas X 40 Cc.,3,2023-07-09,Perfumeria,$1855,Loción,La Anónima,2672,349
1742,Yogur Entero Con Frutas Ananá Tregar X 160 G.,3,2023-04-23,Frescos,$900,Yogur,La Anónima,52,45
1270,Vino Blanco Dulce Natural Wampa X 750 Cc.,3,2023-05-16,Bebidas,$9475,Vino,Carrefour,2673,16
1910,Mermelada Ciruela Bajas Calorías Arcor X 390 G.,2,2023-02-10,Almacen,$2049,Mermelada,Jumbo,2674,50
1935,Papel Manteca 5Mx30Cm Ecochep X 1 Un.,2,2023-09-18,Hogar,$3300,Papel,La Anónima,2356,154
1521,Shampoo Oleo Coco Elvive X 400 Cc.,3,2023-05-06,Perfumeria,$5900,Shampoo,La Anónima,2675,43
1613,Difusor Aromático Coco&Vainilla Organic X 120 Cc.,3,2023-10-18,Hogar,$7550,Difusor,Carrefour,2032,397
1283,Lana De Acero Best Rollos X 10 Un.,1,2023-12-28,Limpieza,$1520,Lana,Jumbo,2676,20
1513,Dr. Lemon Vodka Sabor Limón X 1 Lt.,1,2023-04-20,Bebidas,$5750,Dr.,La Anónima,2677,240
1015,"Detergente Líquido Todos Los Días Oft Dp Woolite X 1,5 Lt.",1,2023-11-21,Limpieza,$6600,Detergente,Jumbo,2678,35
1679,Nuez C/Cascara (Kg),1,2023-10-07,Frutas-Y-Verduras,$4100,Nuez,La Anónima,2679,285
1424,Levadura Prensada Calsa Fraccionada X 50 G.,1,2023-06-28,Frescos,$4469,Levadura,Jumbo,2680,470
1957,Lana De Acero Best Rollos X 10 Un.,3,2023-03-23,Limpieza,$1520,Lana,Jumbo,2676,20
1393,Repuesto Rayado Margen Reforzado 288 Hojas Éxito X 1 Un.,2,2023-08-21,Hogar,$2379,Repuesto,Jumbo,2681,140
1134,Detergente Liquido Bioactive Lima Cif X 300 Cc.,3,2023-05-22,Limpieza,$6100,Detergente,La Anónima,2682,35
1477,Quita Esmalte Cutex Humectante X 50 Cc.,3,2023-06-16,Perfumeria,$5590,Quita,Carrefour,2683,515
1806,Crema Corporal Milk Nutritiva Nivea X 400 Cc.,2,2023-11-23,Perfumeria,$1500,Crema,Carrefour,2684,11
1689,Salchichas Viena Sin Piel Swift X 12 Un. 450 G.,1,2023-01-04,Frescos,$1880,Salchichas,Carrefour,1412,67
1707,Galletitas Pepitos Con Chips De Chocolate X3 119 G.,3,2023-01-05,Desayuno-Y-Merienda,$1668,Galletitas,Carrefour,672,21
1661,Mermelada De Frutilla Bc La Campagnola X 390 G.,2,2023-03-22,Almacen,$10850,Mermelada,Jumbo,2685,50
1839,Shampoo Hialurã³Nico Pure Elvive X 750 Cc.,2,2023-09-06,Perfumeria,$9850,Shampoo,La Anónima,2686,43
1842,Medallón Veggies Espinaca Y Quinoa Granja Del Sol X 440 G.,3,2023-05-14,Congelados,$6350,Medallón,La Anónima,1758,32
1596,Galletitas Obleas Mini Rhodesia Terrabusi X 60 G.,3,2023-11-25,Almacen,$40,Galletitas,La Anónima,2687,21
1445,Detergente Liquido Ultra Limon Ala X 300 Cc.,1,2023-04-05,Limpieza,$40,Detergente,Carrefour,2688,35
1853,Desodorante Barra Vip Old Spice X 50 G.,2,2023-07-28,Perfumeria,$2629,Desodorante,La Anónima,2689,82
1015,Aromatizante Para Auto Glade Lavanda Marina Gel X 70 G.,3,2023-11-24,Limpieza,$2750,Aromatizante,La Anónima,2690,78
1608,Desodorante Aerosol Flower X 123 Cc.,1,2023-04-14,Perfumeria,$2450,Desodorante,La Anónima,2691,82
1378,Acondicionador Hydra Liss Fructis X 200 Cc.,2,2023-07-04,Perfumeria,$3100,Acondicionador,Jumbo,2692,10
1562,Papas Fritas Sabor Crema Y Cebolla Pringles X 109 G.,2,2023-08-04,Almacen,$189,Papas,La Anónima,536,61
1396,Shampoo Iluminador Capilatis Puro Rubio X 420 Cc.,3,2023-09-18,Perfumeria,$5750,Shampoo,La Anónima,2693,43
1629,Arvejas Secas Remojadas Arcor X 300 G.,1,2023-05-16,Almacen,$2400,Arvejas,Carrefour,2542,249
1289,Leche En Polvo Etapa 3 Forti Protectus Lata Nido X 800 G.,3,2023-12-15,Almacen,$4930,Leche,La Anónima,1959,52
1938,Dulce De Batata C/Chocolate Arcor X 1 Kg.,3,2023-11-15,Almacen,$1050,Dulce,Jumbo,2694,99
1533,Te Verde En Saquitos Sabor Frutilla Cachamai X 20 Un.,1,2023-06-01,Almacen,$900,Te,Jumbo,2315,224
1393,Rejilla Multiuso 34X42 Cm Banderita X 1 Un.,1,2023-12-27,Limpieza,$2905,Rejilla,Jumbo,134,98
1724,Pimienta Negra En Grano C/Molinillo La Anónima X 60 G.,1,2023-04-13,Almacen,$3085,Pimienta,La Anónima,2695,38
1502,Alcoho Etilico 70% Con Emoliente Spray Bialcohol X 100 Cc.,1,2023-04-21,Perfumeria,$17950,Alcoho,La Anónima,2696,516
1504,Vino Tinto Cabernet Sauvignon Famiglia Bianchi X 750 Cc.,1,2023-05-24,Bebidas,$4500,Vino,Jumbo,2697,16
1713,Jugo Bc Multifruta X 200 Cc.,1,2023-03-06,Bebidas,$3550,Jugo,Carrefour,2698,106
1986,Fideos Listos Maruchan Sabor Carne X 85 G.,3,2023-02-10,Almacen,$12879,Fideos,Carrefour,2699,53
1303,Difusor Aromático Surtido Urban Fresh X 125 Cc.,2,2023-05-27,Hogar,$4645,Difusor,Carrefour,1490,397
1061,Zapallo Anco Fraccionado (Kg),2,2023-02-08,Frutas-Y-Verduras,$1390,Zapallo,Jumbo,2700,383
1091,Yerba Mate Con Palo Suave Chamigo X 500 G.,1,2023-01-18,Almacen,$1550,Yerba,La Anónima,2701,118
1555,Pastillas Tic Tac Dupla De Frutilla X 16 G.,3,2023-02-05,Almacen,$2137,Pastillas,La Anónima,2702,80
1673,Mermelada De Durazno Sin Azúcar Orieta X 340 G.,2,2023-01-20,Almacen,$830,Mermelada,La Anónima,2703,50
1223,Adhesivo Instantáneo La Gotita 2 Ml X 1 Un.,1,2023-05-15,Hogar,$5119,Adhesivo,Jumbo,1176,103
1638,Silicona Liquida Renovador + Brillo Match 1 X 250 Cc.,1,2023-09-23,Hogar,$1450,Silicona,Carrefour,935,265
1980,Masa Precocida Con Salsa Tomate Sin Tacc Keila X 420 G.,2,2023-07-14,Almacen,$5850,Masa,Carrefour,2704,517
1247,Repuesto Ampolla 1 Lt. Termo Lumilagro X 1 Un.,2,2023-12-20,Hogar,$2139,Repuesto,Jumbo,2705,140
1497,Mermelada De Durazno Light S/Azúcar Dulcor X 390 G.,3,2023-04-22,Almacen,$2189,Mermelada,La Anónima,2181,50
1204,Crema Peinar Restauración Pantene X 300 Cc.,1,2023-12-04,Perfumeria,$4350,Crema,Carrefour,306,11
1417,Helado Dulce De Leche Capricho Ice Cream X 350 G.,1,2023-11-25,Congelados,$3685,Helado,La Anónima,2706,188
